Experimental ID,Genome assembly,Antigen class,Antigen,Cell type class,Cell type,Cell type description,Processing logs,Title,Meta data,BigWig,Peak-call (BED) (q < 1E-05),Peak-call (BED) (q < 1E-10),Peak-call (BED) (q < 1E-20),Peak-call (BigBed) (q < 1E-05),Peak-call (BigBed) (q < 1E-10),Peak-call (BigBed) (q < 1E-20)
SRX5865983,hg19,TFs and others,TP53,Blood,MOLM-13,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"28176072,28.7,85.2,178","GSM3781516: MOLM13 cells, R175H, Daunorubicin; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=MOLM13 || genotype=R175H || treatment=Daunorubicin || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX5865983.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX5865983.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX5865983.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX5865983.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX5865983.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX5865983.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX5865983.20.bb
SRX5865984,hg19,TFs and others,TP53,Blood,MOLM-13,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"28832445,28.7,85.2,313","GSM3781517: MOLM13 cells, Y220C, Daunorubicin; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=MOLM13 || genotype=Y220C || treatment=Daunorubicin || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX5865984.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX5865984.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX5865984.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX5865984.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX5865984.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX5865984.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX5865984.20.bb
SRX5865985,hg19,TFs and others,TP53,Blood,MOLM-13,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"27465864,31.0,84.0,334","GSM3781518: MOLM13 cells, M237I, Daunorubicin; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=MOLM13 || genotype=M237I || treatment=Daunorubicin || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX5865985.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX5865985.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX5865985.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX5865985.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX5865985.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX5865985.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX5865985.20.bb
SRX5865986,hg19,TFs and others,TP53,Blood,MOLM-13,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"28564294,33.0,83.0,188","GSM3781519: MOLM13 cells, R248Q, Daunorubicin; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=MOLM13 || genotype=R248Q || treatment=Daunorubicin || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX5865986.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX5865986.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX5865986.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX5865986.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX5865986.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX5865986.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX5865986.20.bb
SRX5865987,hg19,TFs and others,TP53,Blood,MOLM-13,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"23950744,32.9,83.1,157","GSM3781520: MOLM13 cells, R273H, Daunorubicin; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=MOLM13 || genotype=R273H || treatment=Daunorubicin || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX5865987.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX5865987.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX5865987.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX5865987.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX5865987.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX5865987.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX5865987.20.bb
SRX5865988,hg19,TFs and others,TP53,Blood,MOLM-13,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"29011248,34.1,82.5,4949","GSM3781521: MOLM13 cells, R282W, Daunorubicin; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=MOLM13 || genotype=R282W || treatment=Daunorubicin || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX5865988.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX5865988.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX5865988.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX5865988.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX5865988.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX5865988.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX5865988.20.bb
SRX5865989,hg19,TFs and others,TP53,Blood,MOLM-13,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"28639702,38.4,80.2,207","GSM3781522: MOLM13 cells, KO, Daunorubicin; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=MOLM13 || genotype=KO || treatment=Daunorubicin || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX5865989.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX5865989.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX5865989.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX5865989.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX5865989.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX5865989.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX5865989.20.bb
SRX5865990,hg19,TFs and others,TP53,Blood,MOLM-13,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"26188273,28.6,85.2,525","GSM3781523: MOLM13 cells, WT, Daunorubicin; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=MOLM13 || genotype=WT || treatment=Daunorubicin || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX5865990.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX5865990.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX5865990.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX5865990.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX5865990.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX5865990.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX5865990.20.bb
SRX612780,hg19,TFs and others,TP53,Digestive tract,HCT 116,Primary Tissue=Colon|Tissue Diagnosis=Carcinoma,"13769858,87.7,6.5,444",GSM1417250: HCT116 p53 ChIP-seq; Homo sapiens; ChIP-Seq,source_name=p53 ChIP-seq || cell line=HCT116 || cell type=colorectal cancer cell || antibody=p53-specific DO1,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX612780.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX612780.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX612780.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX612780.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX612780.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX612780.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX612780.20.bb
SRX620746,hg19,TFs and others,TP53,Lung,IMR-90,Primary Tissue=Lung|Tissue Diagnosis=Normal,"121883390,63.6,23.7,1663",GSM1418969: p53 ChIP (DMSO); Homo sapiens; ChIP-Seq,source_name=IMR90 fetal lung fibroblasts || cell line=IMR90 || treatment=DMSO (6hrs) || passages=30-35 || antibody=p53 (EMD Millipore (DO1)),http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX620746.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX620746.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX620746.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX620746.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX620746.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX620746.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX620746.20.bb
SRX620747,hg19,TFs and others,TP53,Lung,IMR-90,Primary Tissue=Lung|Tissue Diagnosis=Normal,"91507866,63.1,24.2,4140",GSM1418970: p53 ChIP (Nutlin-3a); Homo sapiens; ChIP-Seq,"source_name=IMR90 fetal lung fibroblasts || cell line=IMR90 || treatment=Nutlin-3a (5uM final, 6hrs) || passages=30-35 || antibody=p53 (EMD Millipore (DO1))",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX620747.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX620747.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX620747.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX620747.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX620747.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX620747.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX620747.20.bb
SRX647703,hg19,TFs and others,TP53,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"59810856,93.5,4.9,789",GSM1429753: p53 ChIP MCF7; Homo sapiens; ChIP-Seq,"source_name=MCF7 || cell line=MCF7 || cell type=breast cancer cell line || p53 mutation status=p53 WT || transfected with=None || chip antibody=Anti-p53, clone DO-1 || chip antibody vendor=MABE327",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX647703.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX647703.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX647703.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX647703.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX647703.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX647703.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX647703.20.bb
SRX647704,hg19,TFs and others,TP53,Breast,MDA-MB-175-VII,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"86293349,92.6,5.8,1865",GSM1429754: p53 ChIP MDA-MB-175VII; Homo sapiens; ChIP-Seq,"source_name=MDA-MB-175VII || cell line=MDA-MB-175VII || cell type=breast cancer cell line || p53 mutation status=p53 WT || transfected with=None || chip antibody=Anti-p53, clone DO-1 || chip antibody vendor=MABE327",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX647704.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX647704.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX647704.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX647704.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX647704.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX647704.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX647704.20.bb
SRX647705,hg19,TFs and others,TP53,Breast,MDA-MB-468,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma,"68913268,91.3,6.2,1724",GSM1429755: p53 ChIP MDA-MB-468; Homo sapiens; ChIP-Seq,"source_name=MDA-MB-468 || cell line=MDA-MB-468 || cell type=breast cancer cell line || p53 mutation status=p53 R273H || transfected with=None || chip antibody=Anti-p53, clone DO-1 || chip antibody vendor=MABE327",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX647705.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX647705.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX647705.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX647705.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX647705.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX647705.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX647705.20.bb
SRX647706,hg19,TFs and others,TP53,Breast,HCC70,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"71889441,92.8,5.3,1357",GSM1429756: p53 ChIP HCC70; Homo sapiens; ChIP-Seq,"source_name=HCC70 || cell line=HCC70 || cell type=breast cancer cell line || p53 mutation status=p53 R248Q || transfected with=None || chip antibody=Anti-p53, clone DO-1 || chip antibody vendor=MABE327",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX647706.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX647706.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX647706.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX647706.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX647706.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX647706.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX647706.20.bb
SRX647707,hg19,TFs and others,TP53,Breast,BT-549,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"77225654,93.0,5.7,1389",GSM1429757: p53 ChIP BT549; Homo sapiens; ChIP-Seq,"source_name=BT-549 || cell line=BT-549 || cell type=breast cancer cell line || p53 mutation status=p53 R249S || transfected with=None || chip antibody=Anti-p53, clone DO-1 || chip antibody vendor=MABE327",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX647707.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX647707.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX647707.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX647707.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX647707.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX647707.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX647707.20.bb
SRX672731,hg19,TFs and others,TP53,Digestive tract,HCT 116,Primary Tissue=Colon|Tissue Diagnosis=Carcinoma,"14586985,80.5,19.0,880",GSM1468849: IR P53; Homo sapiens; ChIP-Seq,source_name=HCT 116 || cell type=colorectal carcinoma cells || chip antibody=Anti-p53 AB7 (Calbiochem) || cell line=HCT 116,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX672731.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX672731.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX672731.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX672731.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX672731.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX672731.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX672731.20.bb
SRX672732,hg19,TFs and others,TP53,Digestive tract,HCT 116,Primary Tissue=Colon|Tissue Diagnosis=Carcinoma,"17621454,53.2,46.1,543",GSM1468850: iChe P53; Homo sapiens; ChIP-Seq,source_name=HCT 116 || cell type=colorectal carcinoma cells || chip antibody=Anti-p53 AB7 (Calbiochem) || cell line=HCT 116,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX672732.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX672732.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX672732.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX672732.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX672732.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX672732.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX672732.20.bb
SRX6832425,hg19,TFs and others,TP53,Digestive tract,HCT 116,Primary Tissue=Colon|Tissue Diagnosis=Carcinoma,"13837388,0.2,99.7,0",GSM4074881: Control CCNG1 ChIP-seq; Homo sapiens; ChIP-Seq,source_name=Colon carcinoma cells || genotype=WT || drug treatment=NA || cell line=HCT116 || cell type=colon carcinoma || antibody=Anti-p53 (clone DO1),http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX6832425.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX6832425.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX6832425.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX6832425.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX6832425.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX6832425.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX6832425.20.bb
SRX6832426,hg19,TFs and others,TP53,Digestive tract,HCT 116,Primary Tissue=Colon|Tissue Diagnosis=Carcinoma,"14262688,0.2,99.7,0",GSM4074882: L2 CCNG1 ChIP-seq; Homo sapiens; ChIP-Seq,source_name=Colon carcinoma cells || genotype=WT || drug treatment=NA || cell line=HCT116 || cell type=colon carcinoma || antibody=Anti-p53 (clone DO1),http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX6832426.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX6832426.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX6832426.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX6832426.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX6832426.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX6832426.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX6832426.20.bb
SRX6832427,hg19,TFs and others,TP53,Digestive tract,HCT 116,Primary Tissue=Colon|Tissue Diagnosis=Carcinoma,"12388671,0.3,99.7,0",GSM4074883: R2 CCNG1 ChIP-seq; Homo sapiens; ChIP-Seq,source_name=Colon carcinoma cells || genotype=WT || drug treatment=NA || cell line=HCT116 || cell type=colon carcinoma || antibody=Anti-p53 (clone DO1),http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX6832427.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX6832427.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX6832427.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX6832427.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX6832427.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX6832427.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX6832427.20.bb
SRX6832428,hg19,TFs and others,TP53,Digestive tract,HCT 116,Primary Tissue=Colon|Tissue Diagnosis=Carcinoma,"11701104,0.3,99.6,0",GSM4074884: p53RE CCNG1 ChIP; Homo sapiens; ChIP-Seq,source_name=Colon carcinoma cells || genotype=WT || drug treatment=NA || cell line=HCT116 || cell type=colon carcinoma || antibody=Anti-p53 (clone DO1),http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX6832428.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX6832428.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX6832428.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX6832428.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX6832428.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX6832428.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX6832428.20.bb
SRX7371434,hg19,TFs and others,TP53,Pluripotent stem cell,hESC derived endodermal cells,,"38161839,174.7,10.8,4067",GSM4218343: ENDONC 1; Homo sapiens; ChIP-Seq,"source_name=H9-endoderm_p53_ IFI16shNC || cell line=human embryonic stem cell H9 || cell type=endoderm || gender=female || treatment=none || antibody=p53 (Santa Cruz, sc-126)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX7371434.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX7371434.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX7371434.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX7371434.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX7371434.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX7371434.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX7371434.20.bb
SRX7371435,hg19,TFs and others,TP53,Pluripotent stem cell,hESC derived endodermal cells,,"46350050,161.5,17.5,4234",GSM4218344: ENDONC 2; Homo sapiens; ChIP-Seq,"source_name=H9-endoderm_p53_ IFI16shNC || cell line=human embryonic stem cell H9 || cell type=endoderm || gender=female || treatment=none || antibody=p53 (Santa Cruz, sc-126)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX7371435.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX7371435.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX7371435.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX7371435.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX7371435.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX7371435.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX7371435.20.bb
SRX7371436,hg19,TFs and others,TP53,Pluripotent stem cell,hESC derived endodermal cells,,"44493309,38.7,79.9,508",GSM4218345: ENDO1865 1; Homo sapiens; ChIP-Seq,"source_name=H9-endoderm_p53_ IFI16sh1865 || cell line=human embryonic stem cell H9 || cell type=endoderm || gender=female || treatment=IFI16 knockdown || antibody=p53 (Santa Cruz, sc-126)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX7371436.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX7371436.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX7371436.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX7371436.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX7371436.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX7371436.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX7371436.20.bb
